customerID,gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age,city,zip_code,city_code,Plan,bundle,index,numbering
6586-PSJOX,Male,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,864.55,No,47,San Diego,92101,858,DSL_plan_52,DSL_plan_52,5607,5607
2460-FPSYH,Female,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,92,Indianapolis,46201,317,DSL_plan_13,DSL_plan_13,5608,5608
9705-ZJBCG,Female,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,No,48,Indianapolis,46201,317,DSL_plan_28,DSL_plan_28,5609,5609
4818-DRBQT,Male,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes,59,Seattle,98101,206,Fiber optic_plan_48,Fiber optic_plan_48,5610,5610
1320-HTRDR,Female,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,59,San Jose,95101,408,Fiber optic_plan_64,Fiber optic_plan_64,5611,5611
6847-KJLTS,Female,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,No,64,Los Angeles,90001,213,Fiber optic_plan_57,Fiber optic_plan_57,5612,5612
9670-BPNXF,Female,No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.55,2796.45,No,69,Columbus,43201,614,DSL_plan_12,DSL_plan_12,5613,5613
3913-FCUUW,Female,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,No,75,Denver,80201,303,DSL_plan_4,DSL_plan_4,5614,5614
3301-VKTGC,Male,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,No,50,San Diego,92101,858,Fiber optic_plan_16,Fiber optic_plan_16,5615,5615
1493-AMTIE,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,73,San Jose,95101,408,No_unknown_plan,No_unknown_plan,5616,5616
9555-SAHUZ,Female,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,No,63,Philadelphia,19101,215,DSL_plan_16,DSL_plan_16,5617,5617
0816-TSPHQ,Male,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,No,58,Washington D.C.,20001,202,No_unknown_plan,No_unknown_plan,5618,5618
9932-WBWIK,Male,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,215.25,No,63,San Antonio,78201,210,No_unknown_plan,No_unknown_plan,5619,5619
4619-EVPHY,Female,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,No,61,Phoenix,85001,602,Fiber optic_plan_61,Fiber optic_plan_61,5620,5620
5286-YHCVC,Male,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,No,62,San Antonio,78201,210,Fiber optic_plan_37,Fiber optic_plan_37,5621,5621
6424-ELEYH,Female,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes,38,Austin,73301,512,Fiber optic_plan_64,Fiber optic_plan_64,5622,5622
4391-RESHN,Male,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes,63,San Francisco,94101,415,Fiber optic_plan_49,Fiber optic_plan_49,5623,5623
9115-YQHGA,Male,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,No,93,San Diego,92101,858,DSL_plan_60,DSL_plan_60,5624,5624
4462-CYWMH,Male,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No,54,Columbus,43201,614,Fiber optic_plan_47,Fiber optic_plan_47,5625,5625
8963-MQVYN,Female,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.55,469.85,No,39,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,5626,5626
2458-EOMRE,Female,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,No,52,Los Angeles,90001,213,DSL_plan_23,DSL_plan_23,5627,5627
9334-GWGOW,Male,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,No,64,Dallas,75201,214,Fiber optic_plan_64,Fiber optic_plan_64,5628,5628
6821-BUXUX,Female,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,31,San Francisco,94101,415,Fiber optic_plan_14,Fiber optic_plan_14,5629,5629
5028-HTLJB,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes,55,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,5630,5630
9801-GDWGV,Female,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes,65,San Antonio,78201,210,Fiber optic_plan_37,Fiber optic_plan_37,5631,5631
6542-LWGXJ,Male,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,No,72,Seattle,98101,206,DSL_plan_64,DSL_plan_64,5632,5632
5567-GZKQY,Male,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1131.5,No,32,San Antonio,78201,210,No_unknown_plan,No_unknown_plan,5633,5633
1222-LRYKO,Male,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,No,61,San Jose,95101,408,No_unknown_plan,No_unknown_plan,5634,5634
2320-JRSDE,Female,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,Yes,50,Seattle,98101,206,No_unknown_plan,No_unknown_plan,5635,5635
2087-QAREY,Female,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,No,58,Charlotte,28201,704,DSL_plan_40,DSL_plan_40,5636,5636
0601-WZHJF,Male,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes,60,San Francisco,94101,415,DSL_plan_61,DSL_plan_61,5637,5637
4423-JWZJN,Male,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15,No,52,Indianapolis,46201,317,Fiber optic_plan_55,Fiber optic_plan_55,5638,5638
5143-WMWOG,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,Yes,29,Fort Worth,76101,817,No_unknown_plan,No_unknown_plan,5639,5639
6490-FGZAT,Male,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,109.3,No,55,Fort Worth,76101,817,No_unknown_plan,No_unknown_plan,5640,5640
5393-RXQSZ,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,72,Denver,80201,303,Fiber optic_plan_63,Fiber optic_plan_63,5641,5641
7452-FOLON,Male,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,No,48,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,5642,5642
2320-TZRRH,Female,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,No,69,Houston,77001,713,No_unknown_plan,No_unknown_plan,5643,5643
0231-LXVAP,Male,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,83,Columbus,43201,614,Fiber optic_plan_60,Fiber optic_plan_60,5644,5644
9444-JTXHZ,Male,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,Yes,69,Philadelphia,19101,215,Fiber optic_plan_56,Fiber optic_plan_56,5645,5645
4942-VZZOM,Male,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,4392.5,No,92,Denver,80201,303,DSL_plan_30,DSL_plan_30,5646,5646
5510-BOIUJ,Male,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,Yes,60,San Francisco,94101,415,No_unknown_plan,No_unknown_plan,5647,5647
7502-BNYGS,Female,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168,No,69,San Antonio,78201,210,DSL_plan_45,DSL_plan_45,5648,5648
4291-HYEBC,Female,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,39.1,1096.6,No,51,Philadelphia,19101,215,DSL_plan_47,DSL_plan_47,5649,5649
6147-CBCRA,Female,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,669.45,No,56,Columbus,43201,614,No_unknown_plan,No_unknown_plan,5650,5650
6047-SUHPR,Male,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,No,59,Seattle,98101,206,DSL_plan_8,DSL_plan_8,5651,5651
4471-KXAUH,Female,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes,64,San Jose,95101,408,Fiber optic_plan_52,Fiber optic_plan_52,5652,5652
9752-ZNQUT,Female,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,No,53,Charlotte,28201,704,DSL_plan_48,DSL_plan_48,5653,5653
7638-QVMVY,Female,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,522.95,Yes,49,Seattle,98101,206,Fiber optic_plan_62,Fiber optic_plan_62,5654,5654
1576-PFZIW,Male,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35,7511.9,No,10,San Diego,92101,858,Fiber optic_plan_5,Fiber optic_plan_5,5655,5655
5666-MBJPT,Male,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725,No,60,San Diego,92101,858,No_unknown_plan,No_unknown_plan,5656,5656
7312-XSBAT,Male,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,No,67,Charlotte,28201,704,DSL_plan_32,DSL_plan_32,5657,5657
3096-GKWEB,Male,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No,62,Denver,80201,303,Fiber optic_plan_61,Fiber optic_plan_61,5658,5658
2371-JQHZZ,Male,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,No,74,Los Angeles,90001,213,Fiber optic_plan_61,Fiber optic_plan_61,5659,5659
0674-GCDXG,Male,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No,50,Austin,73301,512,DSL_plan_19,DSL_plan_19,5660,5660
1121-QSIVB,Female,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.55,3471.1,No,70,Philadelphia,19101,215,DSL_plan_45,DSL_plan_45,5661,5661
4396-KLSEH,Male,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,63,No,60,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,5662,5662
3244-DCJWY,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,67,Charlotte,28201,704,Fiber optic_plan_64,Fiber optic_plan_64,5663,5663
2824-MYYBN,Female,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,3314.15,No,64,Seattle,98101,206,Fiber optic_plan_61,Fiber optic_plan_61,5664,5664
0875-CABNR,Female,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes,52,Washington D.C.,20001,202,Fiber optic_plan_55,Fiber optic_plan_55,5665,5665
6345-HOVES,Male,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,No,76,Seattle,98101,206,DSL_plan_64,DSL_plan_64,5666,5666
8318-LCNBW,Male,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.15,1930.9,No,74,Phoenix,85001,602,DSL_plan_21,DSL_plan_21,5667,5667
6469-QJKZW,Female,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,91.4,No,73,Denver,80201,303,No_unknown_plan,No_unknown_plan,5668,5668
0147-ESWWR,Female,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,3949.15,No,63,San Antonio,78201,210,Fiber optic_plan_57,Fiber optic_plan_57,5669,5669
1217-VASWC,Male,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.55,4304,No,13,Columbus,43201,614,Fiber optic_plan_37,Fiber optic_plan_37,5670,5670
7812-FZHPE,Female,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,Yes,50,San Jose,95101,408,No_unknown_plan,No_unknown_plan,5671,5671
6370-ZVHDV,Female,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,No,56,San Francisco,94101,415,No_unknown_plan,No_unknown_plan,5672,5672
5915-DGNVC,Female,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,3472.05,No,74,Austin,73301,512,DSL_plan_7,DSL_plan_7,5673,5673
6260-XLACS,Male,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,117.8,No,62,Austin,73301,512,No_unknown_plan,No_unknown_plan,5674,5674
3566-CAAYU,Female,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35,No,66,Seattle,98101,206,DSL_plan_35,DSL_plan_35,5675,5675
4983-CCWMC,Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,No,41,Seattle,98101,206,Fiber optic_plan_64,Fiber optic_plan_64,5676,5676
9103-CXVOK,Male,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,48,San Diego,92101,858,No_unknown_plan,No_unknown_plan,5677,5677
2896-TBNBE,Male,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.8,3132.75,No,71,Denver,80201,303,Fiber optic_plan_40,Fiber optic_plan_40,5678,5678
4797-AXPXK,Female,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.0,60,Yes,53,Austin,73301,512,DSL_plan_12,DSL_plan_12,5679,5679
5229-PRWKT,Male,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,Yes,74,Philadelphia,19101,215,Fiber optic_plan_63,Fiber optic_plan_63,5680,5680
6982-UQZLY,Female,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,Yes,46,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,5681,5681
2522-WLNSF,Female,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,No,62,Denver,80201,303,DSL_plan_50,DSL_plan_50,5682,5682
3841-CONLJ,Female,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.0,35,No,63,San Francisco,94101,415,DSL_plan_63,DSL_plan_63,5683,5683
5057-LCOUI,Female,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes,60,San Francisco,94101,415,DSL_plan_53,DSL_plan_53,5684,5684
0193-ESZXP,Female,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.5,6205.5,Yes,64,Seattle,98101,206,Fiber optic_plan_9,Fiber optic_plan_9,5685,5685
4475-NVTLU,Male,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.2,903.7,No,88,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,5686,5686
4369-HTUIF,Male,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes,65,Philadelphia,19101,215,Fiber optic_plan_30,Fiber optic_plan_30,5687,5687
9386-LDCZR,Male,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,3882.3,No,57,Dallas,75201,214,Fiber optic_plan_4,Fiber optic_plan_4,5688,5688
9585-KKMFD,Male,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,879.8,No,67,San Francisco,94101,415,No_unknown_plan,No_unknown_plan,5689,5689
5399-ZIMKF,Male,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,383.65,No,48,San Diego,92101,858,Fiber optic_plan_48,Fiber optic_plan_48,5690,5690
0336-KXKFK,Male,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,No,65,Phoenix,85001,602,DSL_plan_17,DSL_plan_17,5691,5691
5619-XZZKR,Male,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,No,47,San Francisco,94101,415,No_unknown_plan,No_unknown_plan,5692,5692
3948-FVVRP,Male,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,No,64,San Francisco,94101,415,DSL_plan_44,DSL_plan_44,5693,5693
5327-XOKKY,Male,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329,No,52,Denver,80201,303,DSL_plan_53,DSL_plan_53,5694,5694
0983-TATYJ,Female,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,No,57,Indianapolis,46201,317,DSL_plan_60,DSL_plan_60,5695,5695
1813-JYWTO,Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,5737.6,No,73,Los Angeles,90001,213,Fiber optic_plan_32,Fiber optic_plan_32,5696,5696
0156-FVPTA,Male,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes,71,Philadelphia,19101,215,DSL_plan_28,DSL_plan_28,5697,5697
1984-FCOWB,Female,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,Yes,64,Indianapolis,46201,317,Fiber optic_plan_33,Fiber optic_plan_33,5698,5698
0654-HMSHN,Male,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,Yes,62,Denver,80201,303,Fiber optic_plan_37,Fiber optic_plan_37,5699,5699
6719-OXYBR,Male,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,1219.85,No,69,San Diego,92101,858,Fiber optic_plan_54,Fiber optic_plan_54,5700,5700
3312-ZWLGF,Male,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,2414.55,No,58,Dallas,75201,214,Fiber optic_plan_60,Fiber optic_plan_60,5701,5701
6476-YHMGA,Female,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,No,79,Columbus,43201,614,DSL_plan_33,DSL_plan_33,5702,5702
5287-QWLKY,Male,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes,42,San Diego,92101,858,Fiber optic_plan_13,Fiber optic_plan_13,5703,5703
0795-XCCTE,Male,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1809.35,No,24,Phoenix,85001,602,No_unknown_plan,No_unknown_plan,5704,5704
0168-XZKBB,Female,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,No,51,Phoenix,85001,602,Fiber optic_plan_62,Fiber optic_plan_62,5705,5705
3785-NRHYR,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,43,Denver,80201,303,No_unknown_plan,No_unknown_plan,5706,5706
5196-SGOAK,Female,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes,30,Columbus,43201,614,Fiber optic_plan_48,Fiber optic_plan_48,5707,5707
4537-DKTAL,Female,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,84.4,No,66,Chicago,60601,312,DSL_plan_64,DSL_plan_64,5708,5708
7072-MBHEV,Female,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No,22,Seattle,98101,206,Fiber optic_plan_56,Fiber optic_plan_56,5709,5709
5602-BVFMK,Female,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,228.75,No,73,Columbus,43201,614,No_unknown_plan,No_unknown_plan,5710,5710
6297-NOOPG,Female,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,No,68,Seattle,98101,206,Fiber optic_plan_33,Fiber optic_plan_33,5711,5711
1891-UAWWU,Female,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951,Yes,47,Fort Worth,76101,817,Fiber optic_plan_54,Fiber optic_plan_54,5712,5712
8204-TIFGJ,Female,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,No,41,San Diego,92101,858,No_unknown_plan,No_unknown_plan,5713,5713
8050-DVOJX,Male,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,4060.9,No,56,Houston,77001,713,DSL_plan_3,DSL_plan_3,5714,5714
6108-OQZDQ,Female,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,Yes,63,Columbus,43201,614,Fiber optic_plan_45,Fiber optic_plan_45,5715,5715
0363-QJVFX,Male,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,59,Fort Worth,76101,817,Fiber optic_plan_9,Fiber optic_plan_9,5716,5716
8903-XEBGX,Male,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,No,55,Denver,80201,303,DSL_plan_63,DSL_plan_63,5717,5717
8169-SAEJD,Male,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,No,61,San Antonio,78201,210,DSL_plan_13,DSL_plan_13,5718,5718
9840-DVNDC,Male,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes,70,Columbus,43201,614,Fiber optic_plan_62,Fiber optic_plan_62,5719,5719
1089-XZWHH,Female,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,494.05,No,60,Washington D.C.,20001,202,No_unknown_plan,No_unknown_plan,5720,5720
2325-WINES,Female,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,3416.85,No,24,Dallas,75201,214,Fiber optic_plan_37,Fiber optic_plan_37,5721,5721
6064-ZATLR,Female,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,No,61,Indianapolis,46201,317,DSL_plan_16,DSL_plan_16,5722,5722
3096-JRDSO,Female,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,61,Philadelphia,19101,215,Fiber optic_plan_25,Fiber optic_plan_25,5723,5723
